games_tested,bets,wins,losses,pushes,profit_units,roi,avg_ev,note
400,229,122,97,10,13.9102,0.0607,0.1098,Historical market totals in the current scaffold may be proxies unless you replace historical_games.csv with real pregame sportsbook lines.
