date,away_team,home_team,away_runs,home_runs,market_total,over_odds,under_odds,home_wrc_plus,away_wrc_plus,home_sp_xfip,away_sp_xfip,home_bullpen_xfip,away_bullpen_xfip,park_factor,temp_f,wind_out_mph
2026-07-20,ATH,ARI,5,2,10.0,-110,-110,100.7,80.7,4.2,4.2,4.5,6.74,101,70,0
2026-07-20,CIN,SEA,0,8,7.5,-110,-110,75.1,92.7,4.2,4.2,3.74,4.38,95,70,0
2026-07-20,STL,LAA,2,3,8.5,-110,-110,83.6,96.3,4.2,4.2,4.61,4.38,99,70,0
2026-07-21,MIN,CLE,2,5,8.5,-110,-110,90.0,103.7,4.2,4.2,3.76,5.0,97,70,0
2026-07-21,LAD,PHI,2,1,10.0,-110,-110,111.6,105.6,4.2,4.2,4.77,4.6,103,70,0
2026-07-21,TBR,TOR,12,2,8.5,-110,-110,81.3,98.0,4.2,4.2,4.75,4.07,101,70,0
2026-07-21,SDP,ATL,8,3,10.0,-110,-110,106.6,100.0,4.2,4.2,4.6,5.46,101,70,0
2026-07-21,SFG,KCR,2,3,10.0,-110,-110,98.3,84.9,4.2,4.2,6.88,4.4,101,70,0
2026-07-21,NYM,MIL,4,0,9.5,-110,-110,100.3,88.4,4.2,4.2,3.85,6.08,101,70,0
2026-07-21,DET,CHC,2,11,9.5,-110,-110,133.9,105.1,4.2,4.2,4.62,3.16,102,70,0
2026-07-21,CHW,TEX,0,10,9.5,-110,-110,98.9,113.6,4.2,4.2,5.68,3.16,103,70,0
2026-07-21,MIA,HOU,3,5,9.0,-110,-110,95.4,107.5,4.2,4.2,5.0,4.16,99,70,0
2026-07-21,WSN,COL,7,8,12.5,-110,-110,115.9,124.0,4.2,4.2,5.54,5.44,116,70,0
2026-07-21,STL,LAA,1,5,8.5,-110,-110,83.0,94.4,4.2,4.2,4.5,4.32,99,70,0
2026-07-21,ATH,ARI,5,6,10.0,-110,-110,98.8,82.2,4.2,4.2,4.52,6.54,101,70,0
2026-07-21,CIN,SEA,4,2,7.5,-110,-110,79.4,89.2,4.2,4.2,3.58,4.52,95,70,0
2026-07-22,PIT,NYY,5,3,10.0,-110,-110,74.2,135.3,4.2,4.2,4.77,4.72,104,70,0
2026-07-22,PIT,NYY,0,2,10.0,-110,-110,73.9,134.3,4.2,4.2,4.78,4.65,104,70,0
2026-07-22,BAL,BOS,3,6,8.5,-110,-110,109.5,99.6,4.2,4.2,2.92,3.62,105,70,0
2026-07-22,BAL,BOS,5,1,8.5,-110,-110,110.3,98.2,4.2,4.2,2.93,3.72,105,70,0
2026-07-22,SFG,KCR,4,5,10.0,-110,-110,97.4,83.7,4.2,4.2,6.68,4.35,101,70,0
2026-07-22,NYM,MIL,3,4,9.0,-110,-110,97.1,88.6,2.66,4.2,3.86,5.85,101,70,0
2026-07-22,WSN,COL,8,0,12.5,-110,-110,118.5,125.6,3.33,4.2,5.59,5.54,116,70,0
2026-07-22,ATH,ARI,5,15,10.0,-110,-110,100.5,83.6,4.2,4.2,4.54,6.52,101,70,0
2026-07-22,CIN,SEA,5,3,7.5,-110,-110,78.1,89.3,3.26,4.35,3.6,4.42,95,70,0
2026-07-22,STL,LAA,1,0,8.5,-110,-110,84.3,91.9,4.2,3.74,4.36,4.35,99,70,0
2026-07-22,MIN,CLE,10,6,8.5,-110,-110,91.2,101.8,4.2,4.2,3.69,5.0,97,70,0
2026-07-22,LAD,PHI,9,5,9.5,-110,-110,108.6,103.6,4.2,4.2,4.67,4.46,103,70,0
2026-07-22,TBR,TOR,4,2,9.0,-110,-110,79.8,103.8,4.2,4.2,5.04,4.0,101,70,0
2026-07-22,SDP,ATL,6,7,10.0,-110,-110,105.2,102.9,4.2,4.2,4.73,5.37,101,70,0
2026-07-22,CHW,TEX,4,2,9.5,-110,-110,103.5,109.3,4.2,4.2,5.46,3.42,103,70,0
2026-07-22,DET,CHC,5,1,9.5,-110,-110,138.1,102.7,4.2,4.2,4.52,3.46,102,70,0
2026-07-22,MIA,HOU,2,5,9.0,-110,-110,96.1,106.1,4.2,4.2,4.92,4.19,99,70,0
2026-07-23,SDP,ATL,5,6,10.0,-110,-110,107.1,104.0,4.2,4.2,4.78,5.43,101,70,0
2026-07-23,MIN,CLE,3,1,9.0,-110,-110,92.6,106.1,4.2,4.2,3.93,5.04,97,70,0
2026-07-23,TBR,TOR,1,3,8.5,-110,-110,78.7,103.6,4.2,4.2,5.0,3.93,101,70,0
2026-07-23,ARI,STL,10,6,8.5,-110,-110,89.6,109.0,4.2,4.2,4.19,4.56,98,70,0
2026-07-23,KCR,DET,3,4,9.5,-110,-110,103.1,97.9,4.2,1.04,3.37,6.58,98,70,0
2026-07-24,COL,MIL,5,2,9.5,-110,-110,96.8,114.3,4.2,4.2,3.83,5.68,101,70,0
2026-07-24,KCR,DET,1,2,9.5,-110,-110,102.7,96.8,2.79,4.2,3.36,6.48,98,70,0
2026-07-24,CHC,PIT,3,2,10.0,-110,-110,130.1,134.2,3.81,4.2,4.56,4.54,96,70,0
2026-07-24,ARI,WSN,3,2,10.5,-110,-110,127.8,113.1,4.2,2.48,5.33,4.61,100,70,0
2026-07-24,NYY,PHI,1,0,9.0,-110,-110,109.3,73.4,3.57,4.2,4.82,4.61,103,70,0
2026-07-24,ATL,BAL,7,6,9.0,-110,-110,99.4,108.8,4.2,3.88,3.62,4.79,98,70,0
2026-07-24,LAD,NYM,4,2,9.5,-110,-110,88.3,107.8,4.42,4.2,5.79,4.48,97,70,0
2026-07-24,CLE,TBR,3,11,8.0,-110,-110,101.5,90.7,4.2,3.88,3.9,3.89,98,70,0
2026-07-24,SDP,MIA,4,2,9.0,-110,-110,104.5,104.8,5.31,4.2,4.22,5.45,96,70,0
2026-07-24,TOR,BOS,4,6,8.5,-110,-110,107.9,78.7,3.32,3.73,3.0,4.85,105,70,0
2026-07-24,HOU,CHW,9,5,9.0,-110,-110,109.4,97.3,3.62,4.2,3.37,4.81,101,70,0
2026-07-24,SEA,TEX,4,5,9.0,-110,-110,102.0,78.2,4.77,4.2,5.41,3.65,103,70,0
2026-07-24,ATH,MIN,2,0,10.0,-110,-110,105.3,84.9,4.2,4.2,4.89,6.85,99,70,0
2026-07-24,CIN,STL,4,2,8.5,-110,-110,91.5,90.9,4.2,4.2,4.39,4.37,98,70,0
2026-07-24,LAA,SFG,6,7,8.0,-110,-110,84.4,81.8,4.2,7.98,4.37,4.23,96,70,0
2026-07-25,KCR,DET,3,2,9.0,-110,-110,101.2,94.6,4.2,4.2,3.28,6.32,98,70,0
2026-07-25,ARI,WSN,3,5,10.5,-110,-110,125.3,111.9,4.2,4.2,5.25,4.52,100,70,0
2026-07-25,LAA,SFG,2,9,8.0,-110,-110,86.9,83.6,4.2,4.2,4.43,4.33,96,70,0
2026-07-25,TOR,BOS,6,0,8.5,-110,-110,108.8,79.1,4.2,4.2,3.03,4.89,105,70,0
2026-07-25,SDP,MIA,7,2,9.0,-110,-110,102.6,104.6,4.2,4.45,4.21,5.33,96,70,0
2026-07-25,NYY,PHI,3,1,9.0,-110,-110,105.9,71.9,4.2,3.99,4.69,4.45,103,70,0
2026-07-25,CLE,TBR,0,3,8.5,-110,-110,106.3,90.1,4.2,4.2,3.87,4.14,98,70,0
2026-07-25,CHC,PIT,11,0,10.0,-110,-110,128.1,132.8,4.2,4.2,4.5,4.44,96,70,0
2026-07-25,ATL,BAL,2,3,9.0,-110,-110,101.0,110.7,4.2,4.2,3.74,4.83,98,70,0
2026-07-25,ATH,MIN,0,2,10.0,-110,-110,102.2,84.0,4.2,4.2,4.79,6.59,99,70,0
2026-07-25,HOU,CHW,4,1,9.0,-110,-110,110.2,101.6,4.2,4.2,3.57,4.82,101,70,0
2026-07-25,COL,MIL,5,8,9.5,-110,-110,96.4,115.7,4.2,4.2,3.87,5.55,101,70,0
2026-07-25,LAD,NYM,4,3,9.0,-110,-110,87.4,107.9,4.2,4.2,5.72,4.39,97,70,0
2026-07-25,CIN,STL,0,7,8.5,-110,-110,90.5,91.4,4.2,4.2,4.38,4.29,98,70,0
2026-07-25,SEA,TEX,1,7,9.0,-110,-110,103.3,79.3,4.2,4.2,5.36,3.7,103,70,0
2026-07-26,CLE,TBR,0,1,8.0,-110,-110,105.6,87.6,4.2,4.2,3.75,4.1,98,70,0
2026-07-26,ARI,WSN,7,10,10.0,-110,-110,125.9,111.3,4.2,4.2,5.17,4.53,100,70,0
2026-07-26,CHC,PIT,7,8,10.0,-110,-110,124.1,137.2,4.2,4.2,4.72,4.29,96,70,0
2026-07-26,TOR,BOS,1,6,8.5,-110,-110,105.8,81.3,4.2,4.2,3.13,4.72,105,70,0
2026-07-26,ATL,BAL,3,2,9.0,-110,-110,100.0,108.8,4.2,4.2,3.68,4.77,98,70,0
2026-07-26,KCR,DET,5,4,9.0,-110,-110,100.1,94.4,4.2,4.2,3.27,6.17,98,70,0
2026-07-26,LAD,NYM,3,8,9.0,-110,-110,86.8,107.4,4.99,4.2,5.67,4.34,97,70,0
2026-07-26,SDP,MIA,5,3,9.0,-110,-110,101.2,106.8,4.2,4.2,4.31,5.23,96,70,0
2026-07-26,ATH,MIN,8,11,9.5,-110,-110,100.5,81.2,4.2,4.2,4.62,6.43,99,70,0
2026-07-26,HOU,CHW,3,12,9.0,-110,-110,107.1,101.0,4.2,4.2,3.59,4.69,101,70,0
2026-07-26,COL,MIL,2,11,9.5,-110,-110,98.6,115.1,4.2,4.2,3.9,5.63,101,70,0
2026-07-26,CIN,STL,5,3,8.0,-110,-110,92.3,87.9,4.2,4.2,4.23,4.38,98,70,0
2026-07-26,SEA,TEX,6,4,9.0,-110,-110,104.6,76.9,4.2,4.2,5.21,3.82,103,70,0
2026-07-26,LAA,SFG,4,3,8.0,-110,-110,90.9,82.4,4.2,4.2,4.34,4.5,96,70,0
2026-07-26,NYY,PHI,4,11,8.5,-110,-110,103.3,71.8,4.2,4.2,4.63,4.33,103,70,0
2026-07-27,SEA,TEX,3,7,9.0,-110,-110,103.9,78.7,4.2,4.2,5.23,3.83,103,70,0
2026-07-27,BAL,DET,8,5,8.0,-110,-110,99.1,97.6,4.2,4.2,3.32,3.66,98,70,0
2026-07-27,ARI,PIT,2,3,9.5,-110,-110,125.0,111.7,4.2,4.2,4.8,4.71,96,70,0
2026-07-27,PHI,MIA,7,8,9.0,-110,-110,99.5,107.6,4.2,4.2,4.33,4.61,96,70,0
2026-07-27,TOR,WSN,3,2,9.5,-110,-110,127.8,78.9,4.2,4.2,5.23,4.77,100,70,0
2026-07-27,ATL,NYM,3,14,9.5,-110,-110,89.2,106.9,4.2,4.2,5.58,4.68,97,70,0
2026-07-27,NYY,CHW,9,5,8.5,-110,-110,111.7,72.0,4.2,4.2,3.57,4.55,101,70,0
2026-07-27,CHC,STL,7,3,9.5,-110,-110,91.0,136.5,4.2,4.2,4.26,4.41,98,70,0
2026-07-27,HOU,LAA,6,4,8.5,-110,-110,82.2,99.1,4.2,4.2,4.45,4.93,99,70,0
2026-07-27,BOS,ATH,4,2,9.0,-110,-110,83.7,105.8,4.2,4.2,6.59,3.06,98,70,0
2026-07-27,MIL,SFG,0,3,8.0,-110,-110,89.7,102.6,4.2,4.2,4.33,3.84,96,70,0
2026-07-28,CLE,CIN,6,5,8.5,-110,-110,88.4,84.1,4.2,4.2,4.33,4.0,107,70,0
2026-07-28,CLE,CIN,0,2,9.0,-110,-110,89.0,85.5,4.2,4.2,4.39,4.03,107,70,0
2026-07-28,BAL,DET,0,14,8.0,-110,-110,99.4,100.2,4.2,4.2,3.47,3.7,98,70,0
2026-07-28,ARI,PIT,8,7,9.5,-110,-110,123.0,109.6,4.2,4.2,4.71,4.66,96,70,0
2026-07-28,TEX,TBR,4,1,9.0,-110,-110,102.1,105.2,4.2,4.2,3.64,5.16,98,70,0
2026-07-28,PHI,MIA,0,1,9.0,-110,-110,101.7,108.8,4.2,4.2,4.42,4.72,96,70,0
2026-07-28,TOR,WSN,6,8,9.5,-110,-110,125.3,78.6,4.2,4.2,5.16,4.68,100,70,0
2026-07-28,KCR,MIN,2,3,10.0,-110,-110,104.5,94.3,4.2,4.2,4.73,6.1,99,70,0
2026-07-28,NYY,CHW,3,2,8.5,-110,-110,111.8,76.1,4.2,4.2,3.74,4.56,101,70,0
2026-07-28,CHC,STL,10,2,9.5,-110,-110,90.6,137.6,4.2,4.2,4.34,4.37,98,70,0
2026-07-28,HOU,LAA,3,2,9.0,-110,-110,82.7,100.5,4.2,4.2,4.5,4.9,99,70,0
2026-07-28,BOS,ATH,3,4,9.0,-110,-110,82.7,105.7,4.2,4.2,6.5,3.03,98,70,0
2026-07-28,COL,SDP,7,8,10.0,-110,-110,106.5,112.7,4.2,4.2,5.16,5.81,96,70,0
2026-07-28,MIL,SFG,8,2,8.0,-110,-110,89.2,99.8,4.2,2.66,4.19,3.82,96,70,0
2026-07-28,SEA,LAD,7,6,8.5,-110,-110,105.3,78.3,4.2,4.2,4.47,3.93,100,70,0
2026-07-29,PHI,MIA,6,8,9.0,-110,-110,99.3,105.6,5.31,3.57,4.28,4.61,96,70,0
2026-07-29,ARI,PIT,3,0,9.5,-110,-110,123.9,111.5,3.81,2.48,4.81,4.73,96,70,0
2026-07-29,TOR,WSN,5,2,9.5,-110,-110,126.8,80.2,4.94,3.73,5.19,4.78,100,70,0
2026-07-29,BAL,DET,10,9,8.0,-110,-110,105.7,97.0,2.79,4.2,3.36,4.03,98,70,0
2026-07-29,ATL,NYM,2,3,9.5,-110,-110,95.8,105.4,4.42,4.2,5.5,4.97,97,70,0
2026-07-29,ATL,NYM,1,0,9.5,-110,-110,95.0,103.6,4.2,4.2,5.39,4.91,97,70,0
2026-07-29,MIL,SFG,3,16,8.0,-110,-110,87.8,102.0,4.2,4.2,4.31,3.76,96,70,0
2026-07-29,COL,SDP,1,3,10.0,-110,-110,108.2,113.6,4.2,3.33,5.21,5.88,96,70,0
2026-07-29,TEX,TBR,0,3,9.0,-110,-110,100.0,104.9,4.2,4.77,3.65,5.03,98,70,0
2026-07-29,CLE,CIN,6,1,8.5,-110,-110,87.8,83.2,4.35,3.88,4.25,3.97,107,70,0
2026-07-29,KCR,MIN,4,0,9.5,-110,-110,103.5,92.8,3.52,1.04,4.65,6.0,99,70,0
2026-07-29,NYY,CHW,5,6,8.5,-110,-110,110.0,76.0,3.62,4.2,3.72,4.48,101,70,0
2026-07-29,CHC,STL,2,3,9.5,-110,-110,89.3,140.4,4.2,4.2,4.52,4.29,98,70,0
2026-07-29,HOU,LAA,7,4,8.5,-110,-110,81.6,99.7,7.98,4.76,4.45,4.81,99,70,0
2026-07-29,BOS,ATH,4,2,9.0,-110,-110,83.0,104.6,4.2,3.32,6.39,3.06,98,70,0
2026-07-29,SEA,LAD,2,4,8.5,-110,-110,106.5,80.9,4.2,3.26,4.55,4.0,100,70,0
2026-07-30,TEX,TBR,2,3,8.5,-110,-110,99.4,102.1,4.2,4.2,3.54,4.97,98,70,0
2026-07-30,KCR,MIN,3,4,9.5,-110,-110,100.6,93.0,4.2,4.2,4.62,5.81,99,70,0
2026-07-30,NYY,CHW,1,2,8.5,-110,-110,110.9,77.2,4.2,3.99,3.76,4.53,101,70,0
2026-07-30,CHC,STL,4,2,9.5,-110,-110,89.0,138.0,4.2,3.75,4.44,4.25,98,70,0
2026-07-30,PIT,CIN,2,3,10.0,-110,-110,86.4,121.2,4.2,4.2,4.3,4.76,107,70,0
2026-07-30,MIA,NYM,2,4,9.0,-110,-110,93.0,102.6,4.2,4.2,5.26,4.33,97,70,0
2026-07-30,WSN,ATL,4,5,10.0,-110,-110,102.2,125.4,3.88,4.2,4.76,5.18,101,70,0
2026-07-30,BOS,ATH,5,4,8.5,-110,-110,82.3,104.8,4.2,4.2,6.31,3.03,98,70,0
2026-07-30,SFG,SDP,4,1,9.0,-110,-110,108.1,96.6,4.2,4.2,5.09,4.27,96,70,0
2026-07-30,SEA,LAD,2,6,8.5,-110,-110,106.6,80.3,4.2,4.2,4.47,4.0,100,70,0
2026-07-31,NYY,CHC,2,0,9.5,-110,-110,137.0,76.0,4.2,4.2,4.18,4.46,102,70,0
2026-07-31,PIT,CIN,7,8,9.5,-110,-110,86.2,119.5,4.2,4.2,4.24,4.71,107,70,0
2026-07-31,PHI,BAL,4,6,9.0,-110,-110,101.8,107.6,4.2,4.2,4.19,4.71,98,70,0
2026-07-31,STL,TOR,1,3,8.5,-110,-110,81.9,88.0,4.2,4.2,4.7,4.43,101,70,0
2026-07-31,ARI,CLE,4,1,8.5,-110,-110,85.5,111.6,4.2,4.2,3.88,4.59,97,70,0
2026-07-31,CHW,TBR,6,1,8.0,-110,-110,99.3,109.7,4.2,4.2,3.5,3.68,98,70,0
2026-07-31,MIA,NYM,5,2,9.0,-110,-110,93.3,101.3,4.2,4.2,5.17,4.32,97,70,0
2026-07-31,WSN,ATL,2,6,10.0,-110,-110,102.9,124.8,4.2,4.2,4.74,5.18,101,70,0
2026-07-31,TEX,HOU,2,11,9.5,-110,-110,102.4,101.3,4.2,4.2,4.79,4.91,99,70,0
2026-07-31,KCR,COL,1,3,12.0,-110,-110,112.4,92.9,4.2,4.2,5.79,5.76,116,70,0
2026-07-31,MIL,LAA,6,2,8.5,-110,-110,82.7,102.3,4.2,4.2,4.53,4.11,99,70,0
2026-07-31,DET,ATH,13,1,9.0,-110,-110,82.9,109.9,4.2,4.2,6.27,3.56,98,70,0
2026-07-31,SFG,SDP,0,7,9.0,-110,-110,106.0,96.7,4.2,4.2,5.06,4.18,96,70,0
2026-07-31,BOS,LAD,9,4,8.5,-110,-110,107.7,105.4,4.2,4.2,4.39,3.06,100,70,0
2026-07-31,MIN,SEA,5,3,8.0,-110,-110,79.4,100.9,4.2,4.2,4.06,4.58,95,70,0
2026-08-01,STL,TOR,1,5,8.5,-110,-110,81.6,86.4,4.2,4.2,4.59,4.39,101,70,0
2026-08-01,MIN,SEA,3,4,8.0,-110,-110,79.1,101.3,4.2,4.2,4.09,4.53,95,70,0
2026-08-01,CHW,TBR,0,1,8.0,-110,-110,97.3,110.5,4.2,4.2,3.57,3.6,98,70,0
2026-08-01,MIA,NYM,6,2,9.0,-110,-110,92.2,101.8,4.2,4.2,5.17,4.26,97,70,0
2026-08-01,PIT,CIN,4,1,10.0,-110,-110,89.1,120.9,4.2,4.2,4.31,4.8,107,70,0
2026-08-01,PHI,BAL,5,0,9.0,-110,-110,103.4,107.6,4.2,4.2,4.18,4.74,98,70,0
2026-08-01,TEX,HOU,4,5,9.5,-110,-110,107.0,100.1,4.2,4.2,4.71,5.09,99,70,0
2026-08-01,ARI,CLE,12,8,8.5,-110,-110,84.1,111.6,4.2,4.2,3.89,4.49,97,70,0
2026-08-01,WSN,ATL,3,8,10.0,-110,-110,103.9,122.7,4.2,4.2,4.67,5.2,101,70,0
2026-08-01,NYY,CHC,2,5,9.0,-110,-110,133.5,75.4,4.2,4.2,4.12,4.33,102,70,0
2026-08-01,KCR,COL,6,12,12.0,-110,-110,111.3,91.0,4.2,4.2,5.65,5.68,116,70,0
2026-08-01,SFG,SDP,5,6,9.0,-110,-110,107.4,93.9,4.2,4.2,4.92,4.26,96,70,0
2026-08-01,BOS,LAD,3,2,8.5,-110,-110,107.1,108.0,4.2,4.2,4.53,3.08,100,70,0
2026-08-01,MIL,LAA,3,1,8.5,-110,-110,81.5,103.1,4.2,4.2,4.58,4.06,99,70,0
2026-08-01,DET,ATH,8,6,9.0,-110,-110,81.1,115.1,4.2,4.2,6.47,3.49,98,70,0
2026-08-02,PHI,BAL,8,0,9.0,-110,-110,100.0,107.4,4.2,4.2,4.21,4.61,98,70,0
2026-08-02,WSN,ATL,2,4,10.0,-110,-110,105.7,121.0,4.2,4.2,4.62,5.28,101,70,0
2026-08-02,STL,TOR,5,1,8.5,-110,-110,82.6,84.8,4.2,4.2,4.49,4.41,101,70,0
2026-08-02,ARI,CLE,0,5,8.5,-110,-110,86.6,115.6,4.2,4.2,4.11,4.58,97,70,0
2026-08-02,PIT,CIN,2,10,10.0,-110,-110,87.3,120.0,4.2,4.2,4.31,4.69,107,70,0
2026-08-02,CHW,TBR,9,1,8.0,-110,-110,95.5,107.6,4.2,4.2,3.47,3.53,98,70,0
2026-08-02,MIA,NYM,2,0,9.0,-110,-110,90.8,102.6,4.2,4.2,5.19,4.19,97,70,0
2026-08-02,TEX,HOU,3,7,9.5,-110,-110,107.0,99.7,4.2,4.2,4.69,5.08,99,70,0
2026-08-02,NYY,CHC,2,1,9.0,-110,-110,133.1,74.7,4.2,4.2,4.06,4.35,102,70,0
2026-08-02,KCR,COL,1,8,12.0,-110,-110,116.0,92.4,4.2,4.2,5.66,5.86,116,70,0
2026-08-02,MIL,LAA,0,3,8.5,-110,-110,80.1,102.5,4.2,4.2,4.53,3.97,99,70,0
2026-08-02,DET,ATH,11,0,9.5,-110,-110,83.0,117.3,4.2,4.2,6.51,3.56,98,70,0
2026-08-02,SFG,SDP,4,5,9.0,-110,-110,108.6,94.9,4.2,4.2,4.92,4.31,96,70,0
2026-08-02,MIN,SEA,6,7,8.0,-110,-110,79.8,100.8,4.2,4.2,4.06,4.51,95,70,0
2026-08-02,BOS,LAD,8,4,8.5,-110,-110,105.8,107.3,4.2,4.2,4.49,3.05,100,70,0
2026-08-03,WSN,PHI,3,6,10.5,-110,-110,109.7,119.3,4.2,4.2,4.49,5.24,103,70,0
2026-08-03,STL,NYY,13,7,8.0,-110,-110,73.9,85.7,4.2,4.2,4.26,4.32,104,70,0
2026-08-03,PIT,MIL,4,3,9.5,-110,-110,99.5,117.9,4.2,4.2,3.95,4.84,101,70,0
2026-08-03,LAD,CHC,5,10,10.0,-110,-110,129.8,105.1,4.2,4.2,4.0,4.58,102,70,0
2026-08-03,SFG,TEX,5,1,9.5,-110,-110,98.5,94.3,4.2,4.2,5.14,4.32,103,70,0
2026-08-03,TOR,HOU,3,1,8.5,-110,-110,108.1,80.9,4.2,4.2,4.64,4.5,99,70,0
2026-08-03,TBR,COL,13,9,11.0,-110,-110,117.5,93.6,4.2,4.2,5.53,3.62,116,70,0
2026-08-03,SDP,ARI,1,5,10.0,-110,-110,112.2,108.1,4.2,4.2,4.59,4.89,101,70,0
